fire_data2,Serial,FireCategory,FireYear,Area,DistrictName,UnitName,FullFireNumber,FireName,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,CauseBy,GeneralCause,SpecificCause,Cause_Comments,Lat_DD,Long_DD,LatLongDD,FO_LandOwnType,Twn,Rng,Sec,Subdiv,LandmarkLocation,County,RegUseZone,RegUseRestriction,Industrial_Restriction,Ign_DateTime,ReportDateTime,Discover_DateTime,Control_DateTime,CreationDate,ModifiedDate,DistrictCode,UnitCode,DistFireNumber
17197,113808,STAT,2019,SOA,South Cascade,Eastern Lane,19-771136-19,Row River Spring STAT,A,0.17,0.17,Human,Ruralist-Paying,Debris Burning,Inadequate Resources to Control,using propane burner to burn fenceline,43.79364,-122.97189,POINT (-122.97189 43.79364),BLM,20S,2W,31.0,NENE,,Lane,EL1,Outside Closed Fire Season,Outside Closed Fire Season,03/19/2019 10:00:00 AM,03/19/2019 10:20:00 AM,03/19/2019 10:15:00 AM,03/19/2019 11:00:00 AM,03/19/2019 12:00:00 AM,03/20/2019 11:06:00 AM,77,771,136
17206,114335,STAT,2019,SOA,Southwest Oregon,Grants Pass,19-71200037-19,I-5 NB MM 70,B,3.5,3.5,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,Carbon Exhaust,42.61441,-123.37978,POINT (-123.37978 42.61441),State,34S,6W,14.0,NESW,8.7 miles S of Glendale,Josephine,SW3,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,06/14/2019 04:17:00 PM,06/14/2019 04:20:00 PM,06/14/2019 04:18:00 PM,06/18/2019 07:00:00 PM,06/16/2019 12:00:00 AM,07/10/2019 06:14:00 PM,71,712,B37
17208,117405,STAT,2020,EOA,Central Oregon,Sisters,20-955123-20,500 RD 0099,A,0.01,0.01,Human,Transient,Arson,Other - Arson Related,,43.70083,-121.56361,POINT (-121.56361 43.70083),Industrial,22S,10E,5.0,NWNW,3 miles West of La Pine,Deschutes,DE1,Outside Closed Fire Season,Does Not Apply - Eastern OR,04/27/2020 10:00:00 PM,04/28/2020 12:01:00 PM,04/28/2020 11:50:00 AM,04/28/2020 03:25:00 PM,04/28/2020 12:00:00 AM,09/03/2020 03:05:00 PM,95,955,123
17209,118695,STAT,2020,EOA,Northeast Oregon,Pendleton,20-973009-21,Deerhorn,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,Lightning Struck Pine,45.04778,-119.02389,POINT (-119.02389 45.04778),Small Woodlands,6S,31E,18.0,SENE,Buckhorn Ranch,Umatilla,EC1,Reg Use Closure,Does Not Apply - Eastern OR,07/28/2020 08:25:00 PM,07/29/2020 10:12:00 AM,07/29/2020 10:10:00 AM,07/29/2020 05:32:00 PM,07/29/2020 12:00:00 AM,08/15/2020 12:54:00 PM,97,973,009
17212,118019,STAT,2020,SOA,Southwest Oregon,Medford,20-711003-21,Conley Springs,A,0.1,0.1,Human,Recreationist,Recreation,Campfire Not Extinguished,Improperly extinguished campfire rekindled & spread to wildl,42.72501,-122.44171,POINT (-122.44171 42.72501),Industrial,33S,3E,3.0,SESE,14.05 miles Northeast of Butte,Jackson,SW2,Reg Use Closure,Lvl 1 Fire Season Only,06/30/2020 10:00:00 PM,07/01/2020 02:05:00 PM,07/01/2020 02:00:00 PM,07/01/2020 03:00:00 PM,07/01/2020 12:00:00 AM,07/06/2020 05:29:00 PM,71,711,003
17213,111385,STAT,2018,SOA,Southwest Oregon,Grants Pass,18-712249-19,Westside Rd,B,0.5,0.5,Human,Ruralist-Paying,Recreation,"Campfire Left Unattended (camp site, cooking)",cooking fire left unattended on private property,42.11744,-123.67587,POINT (-123.67587 42.11744),Small Woodlands,40S,8W,5.0,NWSW,3.45 SW of CJ,Josephine,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,07/18/2018 07:00:00 PM,07/18/2018 07:13:00 PM,07/18/2018 07:11:00 PM,07/21/2018 01:08:00 PM,07/22/2018 12:00:00 AM,07/26/2018 12:50:00 PM,71,712,249
17215,124138,STAT,2021,SOA,Southwest Oregon,Grants Pass,21-71200080-21,Pleasant Creek,B,0.41,0.41,Human,Recreationist,Equipment Use,Carbon Sparks from Vehicle,,42.63478,-123.15623,POINT (-123.15623 42.63478),Industrial,34S,4W,10.0,NENE,13.75 miles North of Rogue Riv,Jackson,SW3,Reg Use Closure,Lvl 1 Fire Season Only,06/19/2021 02:25:00 PM,06/19/2021 02:40:00 PM,06/19/2021 02:40:00 PM,06/23/2021 03:21:00 PM,06/19/2021 12:00:00 AM,06/30/2021 02:37:00 PM,71,712,B80
17216,117545,STAT,2020,NOA,Forest Grove,Columbia City,20-532052-20,Olson Road #1,A,0.25,0.25,Human,Ruralist-Paying,Debris Burning,Inadequate Mop Up,,46.09136,-123.18967,POINT (-123.18967 46.09136),Small Woodlands,7N,4W,16.0,NESW,2 miles SE of Clatskanie,Columbia,NW3,Outside Closed Fire Season,Outside Closed Fire Season,05/09/2020 01:55:00 PM,05/09/2020 02:52:00 PM,05/09/2020 02:00:00 PM,05/09/2020 05:00:00 PM,05/11/2020 12:00:00 AM,06/24/2020 10:54:00 AM,53,532,052
17217,111311,STAT,2018,EOA,Klamath-Lake,Lakeview,18-982013-19,Newman 254,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,LIGHTNING STRUCK JUNIPER,42.12167,-120.63306,POINT (-120.63306 42.12167),Other Private,40S,18E,6.0,SESE,Scotts cabin creek,Lake,KF2,Reg Use Closure,Does Not Apply - Eastern OR,07/15/2018 05:00:00 PM,07/15/2018 05:40:00 PM,07/15/2018 05:00:00 PM,07/18/2018 10:36:00 AM,07/20/2018 12:00:00 AM,08/17/2018 07:55:00 PM,98,982,013
17219,124428,STAT,2021,SOA,South Cascade,Eastern Lane,21-771179-21,London rd fire,A,0.01,0.0,Human,Public Utility,Equipment Use,Powerlines - Tree/branch outside right of way,Tree branch fell on powerline causing fire,43.73048,-123.05597,POINT (-123.05597 43.73048),County,21S,3W,21.0,SWNE,langdon creek,Lane,EL1,Reg Use Closure,Lvl 1 Fire Season Only,06/28/2021 05:15:00 PM,06/28/2021 05:15:00 PM,06/28/2021 05:15:00 PM,06/28/2021 05:36:00 PM,06/29/2021 12:00:00 AM,09/20/2021 03:24:00 PM,77,771,179
17221,122385,STAT,2020,SOA,Coos - CFPA,Coos Bay,20-721102-21,Coalbank Slough,A,0.03,0.03,Human,Transient,Recreation,Other - Recreationist Related,,43.35556,-124.20861,POINT (-124.20861 43.35556),Other Private,25S,13W,35.0,SWNE,1 SE Coos Bay,Coos,CS1,Reg Use Closure,Lvl 4 Complete Shutdown,09/14/2020 02:30:00 PM,09/14/2020 02:32:00 PM,09/14/2020 02:31:00 PM,09/14/2020 03:00:00 PM,09/14/2020 12:00:00 AM,10/18/2020 09:37:00 AM,72,721,102
17225,118673,STAT,2020,SOA,Douglas - DFPA,DFPA South,20-732093-21,Jordan Creek,A,0.1,0.1,Human,Other-Landowner Related,Juveniles,Smoking (Juveniles ages 13 to 17),15 YO smoking and put cigarette out on a piece of firewood,42.92233,-123.31083,POINT (-123.31083 42.92233),Rural Residential,30S,5W,32.0,SENE,1.54 miles West of Canyonville,Douglas,DG2,Reg Use Closure,Lvl 2 Limited Shutdown,07/27/2020 07:00:00 PM,07/27/2020 11:14:00 PM,07/27/2020 11:00:00 PM,07/27/2020 11:59:00 PM,07/29/2020 12:00:00 AM,08/03/2020 07:13:00 PM,73,732,093
17230,110745,STAT,2018,SOA,Southwest Oregon,Medford,18-711024-19,Dry Creek,B,1.5,1.5,Human,Recreationist,Recreation,Fireworks,Likely cause is Fireworks or other related misc.,42.41137,-122.75785,POINT (-122.75785 42.41137),Other Public,36S,1W,25.0,SENE,4.81 Mi SE of Eagle Point,Jackson,SW1,Reg Use Closure,Lvl 2 Limited Shutdown,07/04/2018 10:15:00 PM,07/04/2018 10:15:00 PM,07/04/2018 10:15:00 PM,07/05/2018 12:25:00 AM,08/11/2018 12:00:00 AM,08/11/2018 11:47:00 AM,71,711,024
17233,113494,STAT,2018,NOA,North Cascade,Santiam,18-582066-19,Triumph Pile,A,0.25,0.25,Human,Ruralist-Paying,Debris Burning,Burning During Poor Condition,Rural fire department suppressed.,44.84236,-122.79031,POINT (-122.79031 44.84236),Rural Residential,8S,1W,27.0,NWSE,13207 Triumph Road SE,Marion,CM1,Reg Use Closure,Lvl 1 Fire Season Only,10/14/2018 03:30:00 PM,10/14/2018 03:30:00 PM,10/14/2018 03:30:00 PM,10/14/2018 04:30:00 PM,10/15/2018 12:00:00 AM,10/15/2018 12:21:00 PM,58,582,066
17235,118609,STAT,2020,EOA,Klamath-Lake,Klamath,20-981025-21,Water Wheel 233,B,0.4,0.4,Human,Recreationist,Recreation,Other - Recreationist Related,Fire indicators point to a slash pile near RV park,42.52528,-121.8875,POINT (-121.8875 42.52528),Other Private,35S,7E,21.0,SENE,3.5 miles SW Chiloquin,Klamath,KF1,Reg Use Closure,Does Not Apply - Eastern OR,07/27/2020 08:00:00 AM,07/27/2020 11:30:00 AM,07/27/2020 11:30:00 AM,08/03/2020 11:20:00 AM,07/28/2020 12:00:00 AM,08/23/2020 03:20:00 PM,98,981,025
17238,116874,STAT,2019,EOA,Klamath-Lake,Lakeview,19-982031-20,Fish 370,A,0.1,0.1,Lightning,Lightning,Lightning,Lightning,Lightning,42.20306,-120.61056,POINT (-120.61056 42.20306),Rural Residential,39S,18E,8.0,SENE,MP 77 Hwy 140,Lake,KF2,Reg Use Closure,Does Not Apply - Eastern OR,09/05/2019 08:30:00 PM,09/06/2019 03:40:00 PM,09/06/2019 03:30:00 PM,09/07/2019 03:28:00 PM,09/13/2019 12:00:00 AM,09/21/2019 04:27:00 PM,98,982,031
17239,106507,STAT,2017,SOA,Southwest Oregon,Grants Pass,17-712675-17,Cheney Creek #5,A,0.01,0.01,Human,Recreationist,Miscellaneous,Other - Miscellaneous Related,unknown,42.34597,-123.47906,POINT (-123.47906 42.34597),BLM,37S,7W,13.0,SESW,10.03 Miles SW of GP,Josephine,SW3,Outside Closed Fire Season,Outside Closed Fire Season,05/28/2017 10:00:00 PM,05/29/2017 11:15:00 AM,05/29/2017 11:15:00 AM,06/01/2017 12:05:00 PM,05/29/2017 12:00:00 AM,06/12/2017 11:23:00 AM,71,712,675
17242,109913,STAT,2017,SOA,Southwest Oregon,Grants Pass,17-712708-18,Cheney Creek #2,A,0.01,0.01,Human,Recreationist,Recreation,Warming Fire Unattended,Wood cutters ignited a pile,42.35065,-123.46895,POINT (-123.46895 42.35065),BLM,37S,7W,13.0,NESE,9.43 Miles SW of Grants Pass,Josephine,SW3,Outside Closed Fire Season,Outside Closed Fire Season,12/11/2017 10:45:00 AM,12/11/2017 10:48:00 AM,12/11/2017 10:48:00 AM,12/14/2017 12:00:00 PM,12/11/2017 12:00:00 AM,12/11/2017 03:27:00 PM,71,712,708
17247,114470,STAT,2019,SOA,Southwest Oregon,Grants Pass,19-71200085-19,PP-355500/Riverbanks,A,0.1,0.1,Human,Public Utility,Equipment Use,Powerlines - Weather,wind - broken tree top into powerlines,42.49435,-123.4893,POINT (-123.4893 42.49435),BLM,35S,7W,26.0,SESE,9.07 miles NW of GP,Josephine,SW3,Reg Use Closure,Lvl 1 Fire Season Only,06/26/2019 01:10:00 PM,06/26/2019 01:10:00 PM,06/26/2019 01:10:00 PM,06/29/2019 12:31:00 PM,06/26/2019 12:00:00 AM,07/12/2019 02:14:00 PM,71,712,B85
17248,123153,STAT,2020,SOA,Douglas - DFPA,DFPA South,20-732416-21,Magic Mountain,B,0.5,0.5,Human,Timber Harvest Worker,Miscellaneous,Warming Fire - Industrial,Warming fire not properly extinguished,42.88106,-123.32444,POINT (-123.32444 42.88106),BIA,31S,5W,17.0,NWNW,3.88 miles Southwest of Canyon,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,10/26/2020 05:00:00 AM,10/26/2020 04:35:00 PM,10/26/2020 04:30:00 PM,10/26/2020 11:00:00 PM,11/02/2020 12:00:00 AM,11/18/2020 03:31:00 PM,73,732,416
17250,106951,STAT,2017,EOA,Klamath-Lake,Klamath,17-981134-17,Skid Road 192,B,0.7,0.7,Lightning,Lightning,Lightning,Lightning,Lightning,42.78556,-121.41972,POINT (-121.41972 42.78556),Industrial,32S,11E,21.0,SENW,Longbell,Klamath,KF1,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,06/25/2017 10:00:00 PM,06/26/2017 12:19:00 PM,06/26/2017 12:00:00 PM,07/04/2017 12:00:00 PM,06/28/2017 12:00:00 AM,08/07/2017 06:12:00 PM,98,981,134
17251,117009,STAT,2019,NOA,Forest Grove,Columbia City,19-532047-20,Dart Creek Road #1,A,0.25,0.25,Human,Ruralist-Paying,Equipment Use,Mowing - Residential,,45.89944,-122.86669,POINT (-122.86669 45.89944),Rural Residential,5N,2W,24.0,NESE,3 miles W. of St. Helens,Columbia,NW3,Outside Closed Fire Season,Outside Closed Fire Season,09/25/2019 02:45:00 PM,09/25/2019 02:50:00 PM,09/25/2019 02:48:00 PM,09/25/2019 03:23:00 PM,09/25/2019 12:00:00 AM,09/27/2019 02:45:00 PM,53,532,047
17254,109062,STAT,2017,SOA,Southwest Oregon,Grants Pass,17-712503-18,Deer Creek Road 100 Blk,A,0.01,0.01,Human,Motorist,Equipment Use,Carbon Sparks from Vehicle,Carbon exhaust from unknown vehicle,42.28007,-123.6094,POINT (-123.6094 42.28007),Other Private,38S,8W,11.0,SWNE,8.33 miles North of Cave Junct,Josephine,SW3,Reg Use Closure,Lvl 4 Complete Shutdown,09/02/2017 04:20:00 PM,09/02/2017 04:25:00 PM,09/02/2017 04:23:00 PM,09/05/2017 10:30:00 AM,09/02/2017 12:00:00 AM,09/05/2017 11:17:00 AM,71,712,503
17258,112581,STAT,2018,SOA,Southwest Oregon,Medford,18-711345-19,W Main 4250,A,0.1,0.0,Human,Other-Landowner Related,Miscellaneous,Hot Ashes (Dumping of),Hot ashes dumped by chimney sweep service,42.32382,-122.93988,POINT (-122.93988 42.32382),Other Private,37S,2W,28.0,SWNE,1.56 miles Northeast of Jackso,Jackson,SW1,Reg Use Closure,Lvl 3 Restricted Shutdown,08/30/2018 12:49:00 PM,08/30/2018 12:52:00 PM,08/30/2018 12:52:00 PM,09/03/2018 02:00:00 PM,08/30/2018 12:00:00 AM,09/21/2018 10:39:00 AM,71,711,345
17261,114021,STAT,2019,NOA,Astoria,Astoria,19-521043-19,2nd Alarm,A,0.25,0.25,Human,Ruralist-Paying,Miscellaneous,Other - Miscellaneous Related,Structure fire spread to wildland.,46.17382,-123.62707,POINT (-123.62707 46.17382),Rural Residential,8N,8W,13.0,NWSW,9.84 miles East of Astoria,Clatsop,NW1,Outside Closed Fire Season,Outside Closed Fire Season,05/12/2019 02:54:00 PM,05/12/2019 02:54:00 PM,05/12/2019 02:54:00 PM,05/12/2019 04:30:00 PM,05/13/2019 12:00:00 AM,05/13/2019 10:34:00 AM,52,521,043
17264,116105,STAT,2019,SOA,Southwest Oregon,Grants Pass,19-712436-20,West Jones Crk Rd 2199,A,0.25,0.25,Human,Ruralist-Paying,Miscellaneous,Burning Building,Structure Fire Spread to Wildlands,42.46637,-123.29128,POINT (-123.29128 42.46637),Rural Residential,36S,5W,4.0,SESE,2.68 miles NE of GP,Josephine,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,08/20/2019 06:35:00 PM,08/20/2019 06:39:00 PM,08/20/2019 06:38:00 PM,08/23/2019 09:00:00 PM,08/20/2019 12:00:00 AM,09/08/2019 01:00:00 PM,71,712,436
17267,123980,STAT,2021,SOA,Southwest Oregon,Medford,21-711485-21,Truck Rd,A,0.1,0.1,Human,Recreationist,Recreation,Warming Fire Unattended,warming fire left unattended,42.55095,-122.59595,POINT (-122.59595 42.55095),Industrial,35S,2E,4.0,SESW,1.64 miles West of Butte Falls,Jackson,SW2,Reg Use Closure,Lvl 1 Fire Season Only,06/09/2021 06:26:00 AM,06/09/2021 06:34:00 AM,06/09/2021 06:34:00 AM,06/09/2021 07:32:00 AM,06/09/2021 12:00:00 AM,07/10/2021 03:47:00 PM,71,711,485
17268,109347,STAT,2017,SOA,Western Lane,Veneta,17-781052-18,Deadwood Creek,B,1.77,1.77,Human,Other-Public,Equipment Use,Carbon Sparks from Vehicle,"Street sweeper stuck in ditch, exhaust started fire",44.09583,-123.74417,POINT (-123.74417 44.09583),Industrial,17S,9W,14.0,NENW,Deadwood Creek,Lane,WT1,Reg Use Closure,Lvl 3 Restricted Shutdown,09/11/2017 11:45:00 AM,09/11/2017 11:55:00 AM,09/11/2017 11:47:00 AM,09/12/2017 02:50:00 PM,09/11/2017 12:00:00 AM,09/11/2017 10:52:00 PM,78,781,052
17269,115324,STAT,2019,SOA,Southwest Oregon,Medford,19-711099-20,Port of Entry South,B,1.0,1.0,Human,Motorist,Equipment Use,Heat from Vehicle Manifold or Exhaust,Catalytic Converter,42.20556,-122.72472,POINT (-122.72472 42.20556),State,38S,1E,32.0,SWNE,Wildcat Gulch,Jackson,SW1,Reg Use Closure,Lvl 2 Limited Shutdown,07/30/2019 03:40:00 PM,07/30/2019 03:44:00 PM,07/30/2019 03:44:00 PM,07/30/2019 04:15:00 PM,07/30/2019 12:00:00 AM,07/31/2019 04:55:00 PM,71,711,099
17270,116299,STAT,2019,NOA,North Cascade,Molalla,19-581029-20,Rosewood Pile,A,0.01,0.01,Human,Rancher-Farmer,Debris Burning,Burning During Poor Condition,Burning during burn ban.,45.15525,-122.64361,POINT (-122.64361 45.15525),Rural Residential,5S,1W,35.0,SWSW,3.5 Miles N of Scotts Mills,Clackamas,CM1,Reg Use Closure,Lvl 2 Limited Shutdown,08/28/2019 08:58:00 AM,08/28/2019 09:00:00 AM,08/28/2019 08:58:00 AM,08/28/2019 10:15:00 AM,08/28/2019 12:00:00 AM,09/30/2019 10:37:00 AM,58,581,029
17271,123299,STAT,2021,SOA,Western Lane,Veneta,21-781083-21,Lorane Pile,A,0.25,0.25,Human,Other-Landowner Related,Debris Burning,Other - Burning Related,Failure to prevent fire from escaping,43.81219,-123.22911,POINT (-123.22911 43.81219),Rural Residential,20S,5W,24.0,SESE,8.55 Miles West of Cottage Gro,Lane,WT1,Outside Closed Fire Season,Outside Closed Fire Season,04/05/2021 12:30:00 PM,04/05/2021 12:30:00 PM,04/05/2021 12:30:00 PM,04/05/2021 02:10:00 PM,04/05/2021 12:00:00 AM,04/13/2021 09:53:00 AM,78,781,083
17272,117689,STAT,2020,EOA,Klamath-Lake,Lakeview,20-982039-20,Sycan 136,A,0.1,0.1,Human,Ruralist-Paying,Miscellaneous,Hot Ashes (Dumping of),Hot ashes from fireplace put on compost pile,42.49194,-121.22222,POINT (-121.22222 42.49194),Rural Residential,35S,13E,31.0,NWSE,Sycan River Road,Klamath,KF2,Outside Closed Fire Season,Does Not Apply - Eastern OR,05/27/2020 08:00:00 AM,05/27/2020 05:05:00 PM,05/27/2020 05:00:00 PM,05/27/2020 07:30:00 PM,05/28/2020 12:00:00 AM,12/13/2020 12:56:00 PM,98,982,039
17275,127922,STAT,2021,NOA,North Cascade,Santiam,21-582005-22,Bonner,A,0.01,0.01,Human,Recreationist,Smoking,Discarded Cigarette/Tobacco,discarded cigarette,44.92422,-122.55011,POINT (-122.55011 44.92422),State,7S,2E,34.0,NWNE,10 mi SE of Scotts Mills,Marion,CM1,Reg Use Closure,Lvl 2 Limited Shutdown,07/15/2021 05:00:00 PM,07/15/2021 05:08:00 PM,07/15/2021 05:00:00 PM,07/15/2021 05:45:00 PM,09/13/2021 12:00:00 AM,09/13/2021 04:23:00 PM,58,582,005
17276,111880,STAT,2018,EOA,Northeast Oregon,La Grande,18-971009-19,Merritt Road,A,0.1,0.1,Human,Rancher-Farmer,Debris Burning,Other - Burning Related,Slashpile holdover from previous spring,45.62861,-117.80028,POINT (-117.80028 45.62861),Small Woodlands,2N,40E,27.0,NENW,,Union,UM1,Reg Use Closure,Does Not Apply - Eastern OR,08/03/2018 08:35:00 AM,08/03/2018 08:59:00 AM,08/03/2018 08:45:00 AM,08/06/2018 01:00:00 PM,08/04/2018 12:00:00 AM,08/13/2018 03:13:00 PM,97,971,009
17278,109802,STAT,2017,SOA,Western Lane,Veneta,17-781062-18,Goldson,B,0.5,0.5,Human,Ruralist-Paying,Debris Burning,Inadequate clearing,,44.17056,-123.36111,POINT (-123.36111 44.17056),Rural Residential,16S,6E,24.0,NWNE,Lightning Hollow,Lane,WT1,Outside Closed Fire Season,Outside Closed Fire Season,10/16/2017 01:30:00 PM,10/16/2017 01:35:00 PM,10/16/2017 01:30:00 PM,10/16/2017 02:23:00 PM,10/16/2017 12:00:00 AM,10/16/2017 03:14:00 PM,78,781,062
17279,128095,STAT,2021,NOA,Forest Grove,Columbia City,21-532065-22,Bunker Hill 31 RD,A,0.01,0.01,Human,Other-Public,Recreation,Firearms - General,,45.87333,-122.97911,POINT (-122.97911 45.87333),BLM,5N,2W,31.0,SWNE,,Columbia,NW3,Reg Use Closure,Lvl 1 Fire Season Only,09/22/2021 07:00:00 PM,09/22/2021 07:39:00 PM,09/22/2021 07:22:00 PM,09/22/2021 09:15:00 PM,09/23/2021 12:00:00 AM,10/19/2021 09:31:00 AM,53,532,065
17280,116666,STAT,2019,SOA,Western Lane,Veneta,19-781052-20,Fir Grove Dusty Grave,A,0.01,0.01,Human,Other-Public,Debris Burning,Other - Burning Related,"Human caused, bark dust ignited by unknown party",43.79789,-123.08297,POINT (-123.08297 43.79789),Other Private,20S,3W,29.0,NWSW,1.17 miles W of Cottage Grove,Lane,WT1,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,09/06/2019 03:30:00 PM,09/06/2019 03:48:00 PM,09/06/2019 03:48:00 PM,09/06/2019 04:05:00 PM,09/07/2019 12:00:00 AM,09/07/2019 11:46:00 AM,78,781,052
17283,123684,STAT,2021,SOA,Douglas - DFPA,DFPA South,21-732444-21,Creek Rd.,A,0.01,0.01,Human,Other-Landowner Related,Equipment Use,Landowner Electrical Service,Service drop for river pump,42.79139,-123.24861,POINT (-123.24861 42.79139),State,32S,5W,14.0,SENE,,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,04/20/2021 01:00:00 AM,04/20/2021 06:00:00 AM,04/20/2021 05:54:00 AM,04/20/2021 08:30:00 AM,05/19/2021 12:00:00 AM,06/28/2021 04:45:00 PM,73,732,444
17285,113442,STAT,2018,SOA,Southwest Oregon,Grants Pass,18-712895-19,Hussey Lane 348,B,0.76,0.76,Human,Recreationist,Equipment Use,"Cutting, Welding, or Grinding",Cutting and welding a gate near dry grass,42.50717,-123.48848,POINT (-123.48848 42.50717),Rural Residential,35S,7W,23.0,SESE,9.44 miles NW GP,Josephine,SW3,Reg Use Closure,Lvl 2 Limited Shutdown,10/13/2018 03:30:00 PM,10/13/2018 03:35:00 PM,10/13/2018 03:32:00 PM,10/16/2018 10:35:00 AM,10/13/2018 12:00:00 AM,10/22/2018 05:44:00 PM,71,712,895
17286,114932,STAT,2019,SOA,Douglas - DFPA,DFPA North,19-731036-20,Oak St.,B,0.5,0.5,Human,Rancher-Farmer,Equipment Use,"Cutting, Welding, or Grinding","Installing gate on driveway, grinding metal",43.43155,-123.28913,POINT (-123.28913 43.43155),Rural Residential,25S,5W,4.0,NENE,0.8 miles Northeast of Oakland,Douglas,DG1,Reg Use Closure,Lvl 2 Limited Shutdown,07/14/2019 05:05:00 PM,07/14/2019 05:15:00 PM,07/14/2019 05:05:00 PM,07/14/2019 06:45:00 PM,07/14/2019 12:00:00 AM,07/17/2019 10:10:00 AM,73,731,036
17288,110517,STAT,2018,SOA,Douglas - DFPA,DFPA South,18-732191-18,MP 92 I-5,A,0.1,0.1,Human,Motorist,Equipment Use,Heat from Vehicle Manifold or Exhaust,Malfunction with exhaust cleaner on pickup,42.84889,-123.255,POINT (-123.255 42.84889),State,31S,5W,26.0,SWNE,Canyonville,Douglas,DG2,Outside Closed Fire Season,Outside Closed Fire Season,05/23/2018 12:00:00 PM,05/23/2018 12:00:00 PM,05/23/2018 12:00:00 PM,05/23/2018 12:30:00 PM,06/25/2018 12:00:00 AM,07/28/2018 02:51:00 PM,73,732,191
17289,117418,STAT,2020,SOA,Southwest Oregon,Grants Pass,20-712815-20,Robinson Corner,A,0.01,0.01,Human,Recreationist,Recreation,Firearms - Target,Shooting metal target on log deck causing sparks,42.13382,-123.4952,POINT (-123.4952 42.13382),BLM,39S,7W,35.0,SENW,8.11 miles E of CJ,Josephine,SW3,Outside Closed Fire Season,Outside Closed Fire Season,04/29/2020 10:00:00 AM,04/29/2020 12:31:00 PM,04/29/2020 12:30:00 PM,05/03/2020 08:24:00 AM,05/01/2020 12:00:00 AM,05/10/2020 12:18:00 PM,71,712,815
17290,108614,STAT,2017,SOA,Douglas - DFPA,DFPA South,17-732090-18,Jordan Cr.,B,0.5,0.5,Human,Other-Public,Miscellaneous,Burning Building,Fire spread from structure fire.,42.91799,-123.31879,POINT (-123.31879 42.91799),Rural Residential,30S,5W,32.0,NESW,Riddle,Douglas,DG2,Reg Use Closure,Lvl 3 Restricted Shutdown,08/14/2017 01:00:00 AM,08/14/2017 01:30:00 AM,08/14/2017 01:30:00 AM,08/18/2017 07:00:00 PM,08/18/2017 12:00:00 AM,08/19/2017 04:53:00 PM,73,732,090
17295,116031,STAT,2019,NOA,North Cascade,Santiam,19-582011-20,Dog Days Fire,A,0.03,0.03,Human,Other-Landowner Related,Debris Burning,Industrial- Slash-Holdover Prev. Burn(>90 days after ign.),Rekindle from slash pile burn,44.74328,-122.48475,POINT (-122.48475 44.74328),Small Woodlands,9S,3E,30.0,NWSE,.5mi S. Mill City,Linn,CM2,Reg Use Closure,Lvl 1 Fire Season Only,08/17/2019 11:30:00 AM,08/17/2019 12:00:00 PM,08/17/2019 12:00:00 PM,08/17/2019 01:09:00 PM,08/18/2019 12:00:00 AM,08/30/2019 04:34:00 PM,58,582,011
17297,127649,STAT,2021,SOA,Coos - CFPA,Coos Bay,21-721118-22,Transpacific Highway,A,0.25,0.25,Human,Public Utility,Railroad,Brakeshoe,Fire was a result of railroad conducting braking operations,43.43722,-124.26056,POINT (-124.26056 43.43722),Other Public,25S,13W,5.0,NENE,3 NW North Bend,Coos,CS2,Reg Use Closure,Lvl 1 Fire Season Only,09/01/2021 10:00:00 AM,09/01/2021 10:09:00 AM,09/01/2021 10:09:00 AM,09/01/2021 10:30:00 AM,09/01/2021 12:00:00 AM,10/29/2021 09:49:00 AM,72,721,118
17298,114766,STAT,2019,EOA,Central Oregon,Prineville,19-951001-20,PRINEVILLE FIREWORKS,A,0.1,0.1,Human,Other-Public,Recreation,Fireworks,910 - Fireworks,44.3,-120.86417,POINT (-120.86417 44.3),State,15S,16E,6.0,SWNW,Ochoco Viewpoint,Crook,OC2,Reg Use Closure,Does Not Apply - Eastern OR,07/04/2019 10:00:00 PM,07/04/2019 10:00:00 PM,07/04/2019 10:00:00 PM,07/07/2019 12:57:00 PM,07/04/2019 12:00:00 AM,07/23/2019 03:59:00 PM,95,951,001
17300,113500,STAT,2018,SOA,Douglas - DFPA,DFPA Central,18-733174-19,Blossom Cr.,B,1.0,1.0,Human,Ruralist-Paying,Debris Burning,Inadequate clearing,"Burning without permit, no clearing, burning prohibited mat.",43.02556,-123.31806,POINT (-123.31806 43.02556),Rural Residential,29S,6W,30.0,NWNE,Winston,Douglas,DG1,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,10/12/2018 04:00:00 PM,10/12/2018 04:25:00 PM,10/12/2018 04:20:00 PM,10/12/2018 06:15:00 PM,10/15/2018 12:00:00 AM,10/23/2018 09:51:00 AM,73,733,174
